level,translated_question,translated_answer,translated_context,retrieved_context,final_answer,retriever_time,generator_time,total_time
easy,سیری بی 2017 - 2017 (اسپانسرشپ کی وجوہات کی بناء پر سیری بی کونٹٹ) لیگ کا 86 واں سیزن ہے ، جس میں مجموعی طور پر 22 ٹیمیں مقابلہ کر رہی ہیں: 15 2016 - 17 سیزن سے واپس آرہی ہیں ، 2016 - 17 سیری بی ، جو اسپانسرشپ کی وجوہات کی بناء پر سیری بی کونٹٹٹ کے نام سے جانا جاتا ہے ، اور اس کے قیام کے بعد سے 85 واں سیزن تھا۔,1929ء میں,لیگ میں مجموعی طور پر 22 ٹیمیں حصہ لے رہی ہیں: 15 سیزن 2016 سے واپس آرہی ہیں ، 4 لیگ پرو سے ترقی یافتہ ہیں ، اور سیری اے سے 3 کو گرا دیا گیا ہے۔ سیری بی 2016 (اسپانسرشپ کی وجوہات کی بناء پر سیری بی کنٹیکٹ کے نام سے جانا جاتا ہے) اس کے قیام کے بعد سے 85 واں سیزن تھا۔,"سیری بی (اسپانسرشپ وجوہات کی بناء پر سیری بی یورو بی) کا مقابلہ کیا گیا تھا 82 ویں سیزن اس کے قیام کے بعد سے ، مجموعی طور پر 22 ٹیموں نے لیگ میں مقابلہ کیا: جن میں سے 15 2012-2013 کے سیزن سے واپس آرہی تھیں ، جن میں سے 4 کو لیگا پرو پریما ڈویژن سے
سیری بی (اسپانسرشپ کی وجوہات کی بناء پر سیری بی کے نام سے جانا جاتا ہے) اس کی بنیاد پر 81 ویں سیزن ہے ، جس میں مجموعی طور پر 22 ٹیمیں مقابلہ کریں گی: جن میں سے 15 2011 سے واپس آ رہی ہیں ، جن میں سے 4 لیگ پرو پریما ڈویژن سے ترقی یافتہ ہیں ، اور سیری
سیری بی (اسپانسرشپ وجوہات کی بناء پر سیری بی) کا مقابلہ کرنے والی لیگ کی 86 ویں سیزن ہے۔ اس میں مجموعی طور پر 22 ٹیمیں حصہ لے رہی ہیں: 15 2016 سے واپس آ رہی ہیں ، 4 لیگا پرو سے ترقی یافتہ ہیں ، اور 3 سیری اے سے نیچے گر چکے ہیں۔",سیریز بی (اسپانسرشپ کی وجوہات کی بناء پر سیریز بی کونٹینینٹ) لیگ کا 86 واں سیزن ہے ، جس میں مجموعی طور پر 22 ٹیمیں حصہ لے رہی ہیں: 15 2016 - 17 سیزن سے واپس آرہی ہیں ، 4 لیگا پرو سے آئی ہیں اور 3 کو پچھلے سیزن میں سیریز اے کے طور پر درجہ بندی کیا گیا تھا۔,0.07810211181640625,85.81882190704346,85.89692401885986
easy,"""آکسفورڈ کالج کے ایک ساتھی ایلک نیلر ڈکن نے کہا کہ """"یہ ایک بہت ہی اہم مقام ہے جہاں برطانوی کوڈ بریکرز نے کام کیا ہے۔""""""",کرپٹوولوجسٹ,ایلکلر ڈکن (انگریزی: Alec Dakin) (۳ اپریل ۱۹۱۲ء - ۱۴ جون ٢٠٠٣ء) ایک برطانوی خفیہ کار اور خفیہ کار تھا۔ وہ بلچلی پارک میں خفیہ کاری کا ماہر تھا۔ بلچلی پارک دوسری جنگ عظیم کے دوران برطانوی خفیہ کاروں کے لیے مرکزی مقام تھا۔,"۔ ریچر اس وقت اسٹینفورڈ یونیورسٹی میں اسٹینفورڈ گریجویٹ اسکول آف بزنس اور اسٹینفورڈ لا اسکول کے مشترکہ مرکز اسٹینفورڈ سینٹر برائے توانائی کی پالیسی اور فنانس کے ایگزیکٹو ڈائریکٹر ہیں
۔ یہ کام پہلے سے ہی تشکیل دیا گیا تھا ، ممکنہ طور پر کرسچن ، ڈیوک آف ساکس-ویسنفیلس کے دربار میں ایک موقع کے لئے۔""
۔ گریس (اسکیلر سیموئلز) اور پیٹ (ڈیگو بونٹا) زیڈے (کیک پالمر) کی تلاش کی قیادت کرتے ہیں۔""",اوکسفورڈ کالج کے ایک ساتھی، الیکس نیلر-ڈکن نے کچھ بڑی اہمیت کے مقام پر برطانوی کوڈ ٹوٹنے والوں کے کام کی تعریف کی ہے. تاہم ، سوال میں ان کی تجویز کردہ سیاق و سباق یونیورسٹی آف اسٹینفورڈ اور اسٹینفورڈ گریجویٹ اسکول آف بزنس اور اسٹینفورڈ لا اسکول کا کوئی تعلق نہیں ہے جس میں ریچر کام کر رہا ہے ، کیونکہ یہ وضاحت نہیں کرتا ہے کہ ان دونوں سیاق و سباق کا کوئی تعلق ہے اور اس سوال میں پوری طرح سے مطابقت نہیں رکھتا ہے۔,0.21256279945373535,71.80247354507446,72.01603555679321
easy,"""جراسک پارک کے اداکار ڈیوڈ ہنری ہوانگ نے """"دی ڈے"""" کے لئے ایک فلم بنائی""",بی ڈی وانگ,"""جیرز زکس نے اس فلم کی ہدایت کاری کی تھی جس میں بی ڈی وانگ ، جین کرکوسکی ، مارک لن بیکر ، میا کورف اور جینا ٹورس نے اداکاری کی تھی۔ اس کے بعد سے ، اس نے """"اوز"""" پر فادر رے موکاڈا ، """"آویک"""" پر ڈاکٹر جان لی ، """"جراسک پارک"""" کی پہلی فلم میں ڈاکٹر ہنری وو ، اور چوتھی فلم ، """"جراسک ورلڈ"""" میں ننگو ننگوونگ جیگمی کے ساتھ اداکاری کی ہے۔""","۔ یہ فلم والٹر ونجر نے پروڈیوس کی ہے۔ اس فلم کی کہانی مائلس کونولی اور کیتھرین سکوولا نے لکھی ہے۔ یہ فلم یونائیٹڈ آرٹسٹس نے ریلیز کی تھی۔
""ٹومی سوڈلو ایک امریکی اداکار اور اسکرین رائٹر ہے۔ انہوں نے فلم """"ہاورڈ دی ڈک"""" (1986) اور """"اسپیس بالز"""" (1987) میں کام کیا ہے۔ انہوں نے فلم """"کول رننگ"""" (1993) ، """"لٹل جنات"""" (1994) اور """"سنو ڈاگ"""" (2002) کے اسکرین پلے میں شریک ہیں
""جیک روسو (پیدائش: 2 فروری ، 1939) ایک امریکی اسکرین رائٹر اور فلم ڈائریکٹر ہے جو عام طور پر 1968 کی ہارر کلاسیکی فلم """"نائٹ آف دی لونگ ڈیڈ"""" اور """"ہائوس آف فرینکن اسٹائن"""" کے ساتھ منسلک ہے","""جراسک پارک کے اداکار ڈیوڈ ہوانگ نے فلم ""دی ڈے"" کے لئے ایک فلم بنائی تھی ، جس میں وہ مرکزی کردار بھی ادا کر رہے تھے اور یہ فلم یونائیٹڈ آرٹسٹس نے ریلیز کی تھی جو ان کے والد ڈینیئل ایس زیبرگ کو پروڈیوس کرتے تھے۔ ""دی ڈے"" والٹر ونجر، مائلس کونولی اور کیتھرین سکوولا کی مشترکہ تخلیق کردہ فلم کا عنوان تھا جو پیدل چلنے کے سفر پر ایک خاندان کو نشانہ بناتا ہے، جس میں بچوں اور بڑوں کے ساتھ آنے والی مشکلات کے لئے ٹیلی ویژن کی تکنیکی ترقی کے استعمال کو ظاہر کرنے کے ساتھ ایک نوجوان بچے کا نقطہ نظر ہوتا ہے۔ ڈیوڈ ہنانگ نے اس فلم میں چارلس فرینک نامی کردار ادا کیا، جس میں ان کے والدین ڈینیئل زیبرگ اور لوری مٹکاف بھی شامل تھے۔",0.03928828239440918,103.57700729370117,103.61629557609558
easy,کون سا کردار ، ڈین کاسٹیلینیٹا کی آواز ، سمپسنز کے بیسویں سیزن کی دوسری قسط میں اداکاری کی؟,دادا سمپسن,"""سیمپسنز کے 22 ویں سیزن کی دوسری قسط """" لون اے لیزا """" میں ، لیزا نیلسن کی سائیکل کمپنی کو مالی اعانت فراہم کرنے میں مدد کرتی ہے ، لیکن جب نیلسن فیس بک کے بانی مارک زکربرگ سے ملتا ہے اور اس بات پر یقین کرتا ہے کہ وہ اسکول چھوڑ کر کامیاب ہوسکتا ہے تو لیزا نیلسن کو اسکول میں رہنے پر قائل کرنے کی کوشش کرتی ہے۔""","۔ اس کے کریڈٹ میں """"نائٹ آف دی لونگ ڈیڈ"""" ، """"دی میجوریٹس"""" ، """"مائڈ نائٹ"""" اور """"سانٹا"""" شامل ہیں۔ آخری دو میں ، اس نے ہدایت کاری بھی کی۔ اس نے ایک اداکار کے طور پر چھوٹے چھوٹے کردار ادا کیے ہیں
۔ ڈرامائی انتھولوجی سیریز """"کلائماکس"""" کا ایک واقعہ ، یہ ایک جیمز بانڈ ناول کی پہلی اسکرین موافقت ہے اور اس میں بیری نیلسن ، پیٹر لور اور لنڈا کرسچن اداکاری کر رہے ہیں
۔ فلم میں ایان میک کیلن نے شرلوک ہومز کی حیثیت سے ، لورا لین نے اس کی گھریلو خاتون مسز مونرو کی حیثیت سے ، اور مائلو پارکر نے اس کے بیٹے راجر کی حیثیت سے اداکاری کی","ڈین کاسٹیلانیٹا ایک پروڈیوسر، ہدایت کار، سنیماٹوگرافر اور اداکار ہے. وہ فلم ""کلائماکس"" میں شرلوک ہومز کے کردار میں اداکاری کر رہے تھے۔",0.07781076431274414,23.930386066436768,24.00819683074951
easy,کون تھا ایک حصہ S#arp، لی Ji-hye یا کرٹس رائٹ؟,لی جی ہے,لی جی ہیو (پیدائش 11 جنوری ، 1980) ایک جنوبی کوریائی گلوکارہ اور اداکارہ ہیں۔ وہ پاپ گروپ ایس آر پی کی سابقہ رکن تھیں۔ کرٹس بلیئن رائٹ جونیئر (پیدائش 6 جون ، 1955 ، ہینٹنگڈن ، پنسلوانیا) ایک امریکی کنٹری میوزک آرٹسٹ ہے۔,"۔ اس میں ممبر کیم لیپ کا تعارف کیا گیا ہے اور اس میں دو سولو پٹریوں ، """"مگر"""" اور """"ٹوائیلیٹ"""" شامل ہیں۔""
۔ جے دیو کی تصنیف کو گورو گرانتھ صاحب میں بھی شامل کیا گیا ہے۔
۔ پی پی کے نام سے جانا جاتا ہے ، انہوں نے بلاک بسٹر ہٹ فلم """"جیا منڈے را"""" اور """"چیناکشاوا ریڈی"""" میں ولن کے طور پر کام کیا۔""",تھریڈز # تیسری قسم کا فنکشن ہے جسے سولر آپٹیمائزیشن الگورتھم کے لئے استعمال کیا جاسکتا ہے۔ اس طرح ، پٹری کا ایک حصہ تیسری قسم کی فنکشن ہوسکتا ہے جو سولر آپٹیمائزیشن الگورتھم کے لئے استعمال کیا جاسکتا ہے۔,0.032836198806762695,34.299201011657715,34.33203721046448
easy,امریکی باسکٹ بال ٹیم نے اس سال کے آخر میں شکاگو بلز کے لئے ایک سابق اٹلانٹا ہاکس اور لاس اینجلس کلیپرز کھلاڑی کو تبدیل کر دیا تھا، جس میں انہوں نے سینٹرل ڈویژن میں آخری جگہ پر ختم کیا.,نیو یارک نکس,2003-04 NBA سیزن نیشنل باسکٹ بال ایسوسی ایشن میں بلز کا 38 واں سیزن تھا۔ تاہم ، انہوں نے سنٹرل ڈویژن میں 23-59 ریکارڈ کے ساتھ آخری مقام حاصل کرنے کے لئے جدوجہد جاری رکھی ، چھٹے مسلسل سیزن کے لئے پلے آف سے محروم ہوگئے۔ ہارون جمال کرافورڈ (پیدائش 20 مارچ ، 1980) نیشنل باسکٹ بال ایسوسی ایشن (این بی اے) کے مینیسوٹا ٹمبر وولوز کے لئے ایک امریکی پیشہ ور باسکٹ بال کھلاڑی ہے۔ اپنے کیریئر میں ، انہوں نے نیو یارک نکس ، گولڈن اسٹیٹ وارئرز ، اٹلانٹا ہاکس ، پورٹلینڈ ٹریل بلیزرز اور لاس اینجلس کلیپرز کے لئے بھی کھیلا ہے۔,"لاس اینجلس کلیپرز ایک امریکی باسکٹ بال ٹیم ہے جو نیشنل باسکٹ بال ایسوسی ایشن (این بی اے) میں پیسفک ڈویژن میں کھیلتی ہے۔ یہ ٹیم 1970 میں ایک توسیع ٹیم کے طور پر این بی اے میں شامل ہوئی تھی
۔ ڈیوک کے لئے کالج باسکٹ بال کھیلنے کے بعد ، اسے 1999 کے این بی اے ڈرافٹ میں شکاگو بلز نے پہلے مجموعی انتخاب کے ساتھ منتخب کیا تھا ، اور بعد میں فلاڈیلفیا 76رز ، لاس اینجلس کلیپرز ، ڈلاس میوریکس اور اٹلانٹا ہاکس کے لئے کھیلا تھا
جیمز نکولس وانڈر لین (پیدائش 27 اکتوبر 1979) ایک سابق امریکی پیشہ ور باسکٹ بال کھلاڑی ہے۔ انہوں نے 2004 میں کنکورڈیا-آئرون میں اپنے کالج کیریئر کو مکمل کرنے سے پہلے کیلیفورنیا اور ورجینیا کے لئے ڈویژن I کالج باسکٹ بال کے تین سیزن کھیلے",لاس اینجلس کلیپرز نے شکاگو بلز میں ایک سابق کیلیفورنیا اکیڈمی کے ڈیوک جیمز نکولس کو 1999 کے این بی اے ڈرافٹ میں پہلے انتخاب کے طور پر منتخب کرنے کے بعد 2013 میں چھوڑ دیا تھا۔,0.06713724136352539,29.99336075782776,30.060497999191284
easy,"لیٹروب بریوری کمپنی ، جو 1839 میں قائم ہوئی تھی ، ریاستہائے متحدہ میں سب سے بڑی بریوریوں میں سے ایک تھی اور ""رولنگ راک"" بیئر کی صنعت کار تھی ، جو بعد میں 2004 میں ضم ہوگئی ، جس میں بیلجیم میں مقیم کمپنی انٹر بریور اور برازیل کی بریور ایم بیوی کے مابین انضمام کا نتیجہ نکلا۔",انبیوی,ان بیئر کو 1987 میں لیبٹ بریونگ کمپنی نے خریدا تھا ، جو 1995 میں بیلجئیم کی بریونگ کمپنی انٹر بریو نے خریدی تھی ، جو بعد میں 2004 میں ان بیور میں ضم ہوگئی۔ ان بیور ایک بریونگ کمپنی تھی جو بیلجئیم میں مقیم کمپنی انٹر بریو اور برازیل کی بریور ایم بیور کے مابین انضمام کا نتیجہ تھی۔,"انبیوی ایک بریوری کمپنی تھی جو بیلجیم میں مقیم کمپنی انٹر بریور اور برازیل کے بریور امبیوی کے مابین انضمام کے نتیجے میں پیدا ہوئی تھی ، جو 2004 میں اینہوسر-بوش کے حصول تک آزادانہ طور پر موجود تھی
لیٹروب بریوری کمپنی ، جو 1839 میں قائم ہوئی تھی ، ریاستہائے متحدہ میں سب سے بڑی بریوریوں میں سے ایک تھی اور اس نے اپنی چھوٹی سبز بوتلوں کے لئے مشہور رولنگ راک بیئر تیار کیا تھا
ڈنلوپ ٹائر کا ایک برانڈ ہے جو دنیا بھر میں مختلف کمپنیوں کی ملکیت ہے۔ اس کی بنیاد 1889 میں برمنگھم ، انگلینڈ میں نیومیٹک ٹائر کے علمبردار جان بوڈ ڈنلوپ نے رکھی تھی",انبیوی ایک بیلجیئم کی بریوری کمپنی ہے، جو 2004 میں اینہوسر-بوش کے حصول تک موجود تھی اور اس نے رولنگ راک بیئر تیار کرنے کے لئے لیٹروب بریوری کمپنی کو ضم کیا. ڈنلوپ ٹائر ایک برانڈ ہے جو مختلف ممالک میں مختلف کمپنیوں کی ملکیت ہے اور اس کی بنیاد 1889 میں رکھی گئی تھی۔,0.0795888900756836,42.81889867782593,42.89900994300842
easy,امریکی فوج کے ایک افسر اور منشیات کے اسمگلنگ کے مجرم کے بارے میں کیا خیال کیا جاتا ہے کہ وہ 1968 سے 1975 تک جنوب مشرقی ایشیا سے ہیروئن کی اسمگلنگ میں اہم کردار ادا کرتے تھے؟,وہ ہیروئن کی اسمگلنگ کے لئے استعمال کیا جاتا ہے.,"""لوکاس نے کہا کہ وہ مردہ امریکی فوجیوں کے تابوتوں کا استعمال کرتے ہوئے ہیروئن کی اسمگلنگ کرتا تھا ، لیکن اس دعوے کی تردید اس کے جنوب مشرقی ایشیائی ساتھی لیسلی """"آئی کے"""" اٹکنسن نے کی ہے۔ لیسلی """"آئی کے"""" اٹکنسن (19 نومبر 1925 - 11 نومبر 2014) امریکی فوج کے ماسٹر سارجنٹ اور مجرم منشیات فروش تھے ، جن کے بارے میں خیال کیا جاتا ہے کہ وہ 1968 سے 1975 تک جنوب مشرقی ایشیا سے ریاستہائے متحدہ میں ہیروئن کی اسمگلنگ میں اہم شخصیت تھے۔""","لیزلی اٹکنسن (۱۹ نومبر ١٩٢٥ - ۱۱ نومبر ٢٠١٤) امریکی فوج کا ایک ماسٹر سارجنٹ اور منشیات کا مجرم تھا۔ خیال کیا جاتا ہے کہ وہ تقریباً ۱۹۶۸ سے ۱۹۷۵ تک جنوب مشرقی ایشیا سے ہیروئن کی اسمگلنگ میں اہم کردار ادا کرتا رہا۔
""کالیفورنیا کے دارالحکومت پالمرا میں پیدا ہونے والے ایک منشیات فروش ، جو امریکی محکمہ خزانہ کے مطابق """"نارتھ ویلی کارٹیل"""" کے رہنماؤں میں سے ایک تھا ، کو کوکین کی اسمگلنگ کے علاوہ ، یہ بھی خیال کیا جاتا ہے کہ ابادیہ نے ہیروئن کی اسمگلنگ اور منی
۔ ایک کامیاب اسکاؤٹ کے طور پر ، وہ باغیوں کے لئے اتنا پریشان کن اور اتنا مشہور ہوگیا کہ اس نے اپنے ریجنل کمانڈر ، کرنل جارج لیونارڈ اینڈریوز اینڈریوز ، اور آخر میں جنرل جارج بی میک کلیلن کی توجہ اپنی طرف متوجہ کی",امریکہ میں لیزلی ایٹکنسن کو 1968 سے 1975 تک جنوب مشرقی ایشیا سے ہیروئن کی اسمگلنگ کرنے کے لیے ایک اہم کردار ادا کرنے والے میں سے ایک سمجھا جاتا تھا۔,0.029977798461914062,26.077484607696533,26.107462406158447
easy,اینڈریو مارٹن ڈوبر ، ایک امریکی مخلوط مارشل آرٹسٹ ہے جو ہلکے وزن کے ڈویژن میں مقابلہ کرتا ہے جس کے لئے امریکی مخلوط مارشل آرٹس تنظیم لاس ویگاس ، نیواڈا میں مقیم ہے ، جو والدین کمپنی ڈبلیو ایم ای ایم جی کی ملکیت اور چلتی ہے۔,الٹی میٹ فائٹنگ چیمپئن شپ (UFC),اینڈریو مارٹن ڈوبر (پیدائش 19 اکتوبر ، 1988) ایک امریکی مخلوط مارشل آرٹسٹ ہے جو الٹیمیٹ فائٹنگ چیمپئن شپ کے لئے ہلکے وزن کے ڈویژن میں مقابلہ کرتا ہے۔ الٹیمیٹ فائٹنگ چیمپئن شپ (یو ایف سی) لاس ویگاس ، نیواڈا میں مقیم ایک امریکی مخلوط مارشل آرٹس تنظیم ہے ، جو والدین کمپنی ڈبلیو ایم ای ایم جی کی ملکیت اور چلتی ہے۔,"اینڈریو مارٹن ڈوبر (پیدائش 19 اکتوبر ، 1988) ایک امریکی مخلوط مارشل آرٹسٹ ہے جو الٹیمیٹ فائٹنگ چیمپئن شپ کے لئے ہلکے وزن کے ڈویژن میں مقابلہ کرتا ہے
ڈیرل ہورچر (پیدائش 28 جولائی 1987) ایک امریکی ملائی مارشل آرٹسٹ ہے جو فی الحال یو ایف سی کے لائٹ ویٹ ڈویژن میں مقابلہ کر رہا ہے
ہارون میتھیو رالی (پیدائش: 9 دسمبر ، 1980) ایک ریٹائرڈ امریکی مخلوط مارشل آرٹسٹ ہے جس نے حال ہی میں الٹیمیٹ فائٹنگ چیمپئن شپ کے لائٹ ویٹ ڈویژن میں مقابلہ کیا تھا",اینڈریو مارٹن ڈوبر ایک امریکی مخلوط مارشل آرٹسٹ ہیں ، ان کا تعلق لاس ویگاس ، نیواڈا سے ہے۔ وہ امریکی مخلوط مارشل آرٹس تنظیم میں مقابلہ کر رہے ہیں، جس کی ملکیت اور آپریشن والدین کمپنی ڈبلیو ایم ای ایم جی کرتا ہے۔ وہ 1988 ء میں پیدا ہوئے اور لائٹ ویٹ ڈویژن میں مقابلہ کرتے رہتے ہیں۔,0.05885720252990723,50.605814695358276,50.664671897888184
easy,ایمینم کے البم مارشل میتھرز ایل پی 2 پر کون سا گانا نیوزی لینڈ کے ٹاپ 50 سنگلز میں شامل تھا؟,راکشس,"نیوزی لینڈ کے سب سے اوپر 50 سنگلز میں شامل چار گانے: کیٹی پیری کے گانے ""روئر"" اور ""ڈارک ہارس"" ، ایڈ شیران کے ""میں آگ دیکھتا ہوں"" ، ایمینم کے ""دی مونسٹر"" اور پٹ بل کے ""ٹیمبر""۔ ""دی مونسٹر"" امریکی ریپر ایمینم کا ایک گانا ہے ، جس میں بارباڈوس کے گلوکارہ ریہانا کی مہمان آوازیں شامل ہیں ، جو ایمینم کے البم ""دی مارشل میتھرز ایل پی 2"" (2013) سے لیا گیا ہے۔","۔ چار گانے بھی نیوزی لینڈ کے ٹاپ 50 سنگلز میں شامل ہیں: کیٹی پیری کے گانے ، 'دی رو' اور 'ڈارک ہارس' ، ایڈ شیئرن کے ذریعہ 'آئی سی فائر' ، اور ایمینیم کے ذریعہ 'ٹیمر'۔
۔ یہ امریکی بل بورڈ ہاٹ کنٹری سنگلز اینڈ ٹریکس چارٹ پر چوتھے نمبر پر اور کینیڈا کے آر پی ایم کنٹری چارٹ پر دسویں نمبر پر ہے۔ امریکی مخلوط مارشل آرٹسٹ چائل سنن نے اس گانے کو یو ایف سی میں اپنے داخلہ کے لئے استعمال کیا ہے۔""
اورال اینڈ رائٹ ایک امریکی ملک موسیقی جوڑی تھی جس میں رابرٹ ایلس اورال اور کرٹس رائٹ شامل تھے۔ دونوں ممبروں نے سولو البمز ریکارڈ کیے تھے اور اورال اینڈ رائٹ کے آغاز سے پہلے اپنے سنگلز کو چارٹ کیا تھا",ایمینم کے البم مارشل میتھرز ایل پی 2 پر شامل گانا نیوزی لینڈ کے ٹاپ 50 سنگلز میں 'ٹائمر' شامل تھا۔,0.026365280151367188,15.694406270980835,15.720771551132202
